"loyalty_number","total_months","total_years","total_flights","distance","points_accumulated","points_redeemed","dollar_cost_points_redeemed","country","province","city","postal_code","gender","education","salary","marital_status","loyalty_card","clv","enrollment_type","enrollment_year","enrollment_month","cancellation_year","cancellation_month","churned"
"442103",24,2,41,61174,61174,329,59,"Canada","New Brunswick","Fredericton","E3B2H2","Female","Bachelor",67819,"Single","Star",22332.44,"Standard",2013,1,0,0,0
"442192",24,2,36,51357,51357,1592,287,"Canada","British Columbia","Vancouver","V6E3D9","Male","High School or Below",60293,"Married","Nova",10507.69,"Standard",2013,3,0,0,0
"442249",24,2,37,45758,45758,886,160,"Canada","Ontario","Toronto","M2M7K8","Female","Bachelor",78393,"Divorced","Aurora",10115.45,"Standard",2016,4,0,0,0
"442251",11,1,61,66859,100288.5,0,0,"Canada","Ontario","Toronto","M2M6J7","Female","College",73008,"Married","Nova",6948.42,"2018 Promotion",2018,4,0,0,0
"442252",24,2,41,53972,53972,912,165,"Canada","British Columbia","Vancouver","V5R1W3","Female","College",73544,"Divorced","Star",7815.47,"Standard",2013,3,0,0,0
"442282",24,2,35,51503,51503,523,94,"Canada","Ontario","Toronto","P1L8X8","Female","Doctor",234624,"Married","Star",2682.42,"Standard",2014,8,0,0,0
"442304",24,2,45,66804,66804,1217,219,"Canada","British Columbia","Dawson Creek","U5I4F1","Female","College",74408,"Single","Star",2761.69,"Standard",2014,6,0,0,0
"442306",24,2,29,45309,45309,388,70,"Canada","Ontario","Toronto","M2Z4K1","Male","Bachelor",60805,"Married","Nova",4105.58,"Standard",2012,12,0,0,0
"442418",24,2,23,32860,32860,426,77,"Canada","Ontario","Toronto","P1J8T7","Female","Bachelor",46672,"Married","Nova",10598.54,"Standard",2017,11,0,0,0
"442458",24,2,36,45447,45447,699,126,"Canada","Ontario","London","M5B3E4","Female","Bachelor",53465,"Single","Nova",4170.69,"Standard",2015,11,0,0,0
"442479",24,2,43,70261,70261,408,73,"Canada","Ontario","Toronto","M2M6J7","Female","Bachelor",56600,"Divorced","Nova",2896.92,"Standard",2014,9,0,0,0
"442525",24,2,27,39726,39726,466,84,"Canada","British Columbia","Vancouver","V5R1W3","Female","Bachelor",59709,"Married","Star",5597.12,"Standard",2015,4,0,0,0
"442609",24,2,37,61573,61573,0,0,"Canada","British Columbia","Vancouver","V6E3D9","Female","Bachelor",94407,"Divorced","Star",7060.21,"Standard",2014,12,0,0,0
"442695",24,2,6,12172,12172,498,90,"Canada","Ontario","Toronto","P1J8T7","Male","Bachelor",70867,"Single","Nova",23228.24,"Standard",2018,9,0,0,0
"442792",24,2,34,57407,57407,539,97,"Canada","Ontario","Toronto","P1L8X8","Female","College",73008,"Single","Aurora",7602.66,"Standard",2015,10,0,0,0
"442831",24,2,17,20100,20100,518,93,"Canada","Manitoba","Winnipeg","R2C0M5","Male","Bachelor",57031,"Married","Aurora",8023.08,"Standard",2014,11,2017,11,1
"442838",24,2,40,59444,59444,605,109,"Canada","British Columbia","Vancouver","V6E3Z3","Male","Bachelor",79531,"Married","Nova",3059.28,"Standard",2012,12,0,0,0
"442868",24,2,38,58869,58869,0,0,"Canada","Saskatchewan","Regina","S1J3C5","Male","College",74756,"Single","Nova",4558.59,"Standard",2013,9,0,0,0
"442879",24,2,46,58733,58733,1050,189,"Canada","Ontario","Toronto","M2M7K8","Female","College",73008,"Single","Aurora",7984.09,"Standard",2015,5,0,0,0
"442956",24,2,49,68417,68417,0,0,"Canada","Newfoundland","St. John's","A1C6H9","Male","College",73313,"Married","Aurora",6285.02,"Standard",2015,10,0,0,0
"442980",24,2,35,58187,58187,2144,386,"Canada","Ontario","Toronto","P2T6G3","Female","College",73008,"Married","Aurora",6912.04,"Standard",2016,9,0,0,0
"443130",24,2,48,71911,71911,1636,294,"Canada","Ontario","Trenton","K8V4B2","Male","College",75720,"Single","Nova",2781.59,"Standard",2014,11,0,0,0
"443198",24,2,18,34963,34963,342,62,"Canada","Quebec","Montreal","H2Y2W2","Female","Bachelor",68546,"Single","Star",2771.05,"Standard",2017,11,0,0,0
"443199",24,2,40,54634,54634,422,76,"Canada","Alberta","Peace River","T9O2W2","Female","Bachelor",78423,"Married","Nova",7776.84,"Standard",2016,5,0,0,0
"443231",24,2,40,49374,49374,913,164,"Canada","Alberta","Calgary","T3E2V9","Male","Bachelor",56651,"Divorced","Star",8288.16,"Standard",2017,1,0,0,0
"443232",24,2,44,52464,52464,707,128,"Canada","Quebec","Montreal","H3T8L4","Female","Bachelor",68104,"Divorced","Star",2577.51,"Standard",2013,1,0,0,0
"443243",24,2,37,56096,56096,1382,248,"Canada","Ontario","Toronto","P1W1K4","Female","Bachelor",89435,"Divorced","Star",2619.34,"Standard",2014,10,0,0,0
"443557",24,2,0,0,0,0,0,"Canada","British Columbia","Dawson Creek","U5I4F1","Male","Bachelor",83322,"Married","Aurora",7462.93,"Standard",2018,10,0,0,0
"443595",24,2,44,58047,58047,1695,305,"Canada","British Columbia","West Vancouver","V6V8Z3","Male","Bachelor",55907,"Divorced","Aurora",8169.75,"Standard",2017,3,0,0,0
"443770",24,2,0,0,0,0,0,"Canada","Ontario","Toronto","M2P4F6","Male","Bachelor",69942,"Married","Star",2600.27,"Standard",2013,3,2013,10,1
"443865",24,2,35,58865,58865,776,139,"Canada","Ontario","Toronto","P2T6G3","Male","Bachelor",58083,"Married","Nova",11030.66,"Standard",2012,9,0,0,0
"443896",24,2,39,62302,62302,1391,250,"Canada","British Columbia","Vancouver","V6E3Z3","Female","College",73544,"Married","Star",8181.72,"Standard",2015,10,0,0,0
"443967",11,1,62,77440,116160,0,0,"Canada","Alberta","Peace River","T9O2W2","Female","High School or Below",73327,"Single","Nova",3086.87,"2018 Promotion",2018,3,0,0,0
"443970",24,2,10,14490,14490,510,92,"Canada","Quebec","Montreal","H2T2J6","Female","Bachelor",63517,"Married","Nova",4892.62,"Standard",2018,7,0,0,0
"443985",24,2,33,42062,42062,383,69,"Canada","Ontario","Toronto","P1W1K4","Female","Bachelor",74926,"Married","Aurora",8888.14,"Standard",2017,3,0,0,0
"444022",24,2,42,57238,57238,2204,397,"Canada","Ontario","Toronto","P1J8T7","Female","High School or Below",65392,"Married","Nova",3766.37,"Standard",2015,10,0,0,0
"444050",24,2,0,0,0,0,0,"Canada","Quebec","Quebec City","G1B3L5","Female","Bachelor",102906,"Married","Nova",5876.37,"Standard",2018,12,0,0,0
"444060",24,2,27,39251,39251,0,0,"Canada","Ontario","Toronto","M8Y4K8","Female","Bachelor",51354,"Married","Aurora",6292.74,"Standard",2017,10,0,0,0
"444085",24,2,49,61733,61733,1567,282,"Canada","Ontario","Toronto","P1J8T7","Male","College",73008,"Married","Nova",8426.06,"Standard",2014,1,0,0,0
"444092",24,2,86,131638,131638,1051,189,"Canada","British Columbia","Vancouver","V1E4R6","Female","College",73544,"Single","Star",4558.5,"Standard",2016,6,0,0,0
"444154",24,2,38,52420,52420,791,142,"Canada","British Columbia","West Vancouver","V6V8Z3","Female","Bachelor",63076,"Single","Aurora",11124.21,"Standard",2012,10,0,0,0
"444202",24,2,5,12237,12237,0,0,"Canada","Quebec","Quebec City","G1B3L5","Male","Bachelor",64012,"Divorced","Aurora",6134.39,"Standard",2018,9,0,0,0
"444218",24,2,0,0,0,0,0,"Canada","Ontario","Kingston","M9K2P4","Female","Bachelor",61927,"Married","Nova",7304.4,"Standard",2018,11,0,0,0
"444237",24,2,40,68132,68132,371,67,"Canada","Ontario","Toronto","P2T6G3","Female","College",73008,"Married","Nova",9202.64,"Standard",2015,3,0,0,0
"444259",24,2,48,82001,82001,1984,357,"Canada","Ontario","Toronto","M1R4K3","Male","College",73008,"Single","Star",4992.06,"Standard",2014,12,0,0,0
"444300",24,2,17,28453,28453,482,87,"Canada","British Columbia","Dawson Creek","U5I4F1","Female","Bachelor",81034,"Married","Aurora",8176.58,"Standard",2017,8,0,0,0
"444365",24,2,30,45137,45137,760,137,"Canada","Ontario","Toronto","M2M6J7","Female","Bachelor",61809,"Married","Star",2567.15,"Standard",2016,4,0,0,0
"444366",24,2,35,52060,52060,775,140,"Canada","Ontario","Toronto","P1J8T7","Female","College",73008,"Single","Aurora",13024.13,"Standard",2016,8,0,0,0
"444371",24,2,37,55902,55902,1863,335,"Canada","Quebec","Montreal","H2Y4R4","Male","Bachelor",89847,"Divorced","Nova",2840.3,"Standard",2015,8,0,0,0
"444524",24,2,41,54036,54036,1345,242,"Canada","British Columbia","Vancouver","V6E3D9","Male","Bachelor",87029,"Married","Star",2685.43,"Standard",2015,11,0,0,0
"444646",24,2,31,51597,51597,542,98,"Canada","British Columbia","Vancouver","V6E3D9","Female","Bachelor",68580,"Single","Aurora",8542.22,"Standard",2017,1,0,0,0
"444652",24,2,25,33174,33174,417,75,"Canada","Alberta","Calgary","T3E2V9","Male","College",74917,"Single","Aurora",12067.46,"Standard",2017,8,0,0,0
"444661",24,2,8,15903,15903,0,0,"Canada","British Columbia","Dawson Creek","U5I4F1","Female","High School or Below",56797,"Married","Star",6701.77,"Standard",2015,9,2017,3,1
"444684",24,2,44,62037,62037,1737,313,"Canada","Prince Edward Island","Charlottetown","C1A6E8","Male","Bachelor",87259,"Divorced","Aurora",4974.8,"Standard",2016,8,0,0,0
"444686",24,2,39,58776,58776,1058,191,"Canada","Alberta","Peace River","T9O2W2","Male","College",73068,"Married","Aurora",5220.28,"Standard",2013,5,0,0,0
"444748",24,2,47,67719,67719,1439,259,"Canada","Alberta","Calgary","T3E2V9","Female","Bachelor",49839,"Divorced","Nova",2834.65,"Standard",2013,1,0,0,0
"444778",24,2,39,53005,53005,0,0,"Canada","British Columbia","Vancouver","V6E3D9","Female","College",73544,"Married","Star",4899.23,"Standard",2016,7,0,0,0
"444786",24,2,40,60668,60668,0,0,"Canada","Ontario","Toronto","M2M6J7","Male","Bachelor",81484,"Single","Nova",9877.3,"Standard",2013,2,0,0,0
"444894",24,2,39,60216,60216,1732,312,"Canada","Nova Scotia","Halifax","B3J9S2","Female","Bachelor",59796,"Married","Star",8598.19,"Standard",2014,7,0,0,0
"444904",24,2,0,0,0,0,0,"Canada","British Columbia","West Vancouver","V6V8Z3","Female","Master",126642,"Married","Aurora",6057.07,"Standard",2014,9,2015,5,1
"444931",24,2,53,80821,80821,909,164,"Canada","Manitoba","Winnipeg","R2C0M5","Female","Doctor",144697,"Married","Aurora",5452.63,"Standard",2015,1,0,0,0
"444997",24,2,39,59295,59295,0,0,"Canada","Quebec","Montreal","H2Y4R4","Female","College",73455,"Single","Star",2128.62,"Standard",2013,11,0,0,0
"445008",24,2,0,0,0,0,0,"Canada","Ontario","Toronto","M2M6J7","Female","Bachelor",66990,"Married","Aurora",5960.58,"Standard",2013,3,2013,11,1
"445024",11,1,37,35188,52782,430,77,"Canada","New Brunswick","Fredericton","E3B2H2","Female","Bachelor",96564,"Divorced","Star",7437.51,"2018 Promotion",2018,4,0,0,0
"445073",24,2,32,49095,49095,1011,182,"Canada","Saskatchewan","Regina","S1J3C5","Female","Bachelor",60885,"Divorced","Star",7488.79,"Standard",2013,2,0,0,0
"445137",24,2,36,49181,49181,1372,248,"Canada","Ontario","Toronto","P1J8T7","Male","Bachelor",53443,"Married","Star",12128.45,"Standard",2013,7,0,0,0
"445145",24,2,18,28200,28200,1402,252,"Canada","British Columbia","Vancouver","V6E3D9","Female","Bachelor",78745,"Single","Star",5971,"Standard",2015,5,0,0,0
"445146",24,2,9,12432,12432,1164,210,"Canada","Ontario","Ottawa","K1F2R2","Female","Bachelor",46749,"Divorced","Nova",5953.35,"Standard",2018,7,0,0,0
"445169",24,2,34,51169,51169,569,102,"Canada","Quebec","Tremblant","H5Y2S9","Female","Bachelor",99507,"Married","Nova",2926.89,"Standard",2012,10,0,0,0
"445176",24,2,47,73602,73602,487,88,"Canada","Ontario","Trenton","K8V4B2","Female","Bachelor",54434,"Single","Star",10442.43,"Standard",2014,4,0,0,0
"445177",24,2,23,35605,35605,1064,192,"Canada","British Columbia","Dawson Creek","U5I4F1","Male","Bachelor",74408,"Married","Nova",4434.94,"Standard",2017,1,0,0,0
"445247",24,2,0,0,0,0,0,"Canada","British Columbia","Dawson Creek","U5I4F1","Female","Bachelor",60773,"Married","Star",7993,"Standard",2013,11,2014,12,1
"445251",24,2,36,52366,52366,1109,200,"Canada","New Brunswick","Fredericton","E3B2H2","Female","Doctor",163974,"Single","Aurora",15002.6,"Standard",2013,3,0,0,0
"445282",24,2,0,0,0,0,0,"Canada","British Columbia","Vancouver","V5R1W3","Female","Bachelor",73237,"Married","Aurora",8509.02,"Standard",2014,2,2014,10,1
"445338",24,2,44,63200,63200,940,169,"Canada","Quebec","Tremblant","H5Y2S9","Male","Bachelor",90414,"Married","Star",5733.21,"Standard",2015,6,0,0,0
"445370",24,2,37,45871,45871,368,66,"Canada","British Columbia","Whistler","V6T1Y8","Male","Bachelor",76650,"Married","Aurora",5259.44,"Standard",2013,10,0,0,0
"445418",24,2,0,0,0,0,0,"Canada","British Columbia","Vancouver","V6E3D9","Male","High School or Below",58101,"Married","Nova",3649.66,"Standard",2018,12,0,0,0
"445427",24,2,10,13240,13240,0,0,"Canada","Manitoba","Winnipeg","R3R3T4","Male","Bachelor",84058,"Married","Star",9628.7,"Standard",2018,8,0,0,0
"445432",24,2,42,68390,68390,1598,287,"Canada","Ontario","Toronto","P2T6G3","Male","Bachelor",48183,"Married","Star",6686.13,"Standard",2015,11,0,0,0
"445451",24,2,37,46249,46249,494,89,"Canada","British Columbia","Kelowna","V092E9","Female","College",76527,"Single","Star",5308.25,"Standard",2012,5,0,0,0
"445496",24,2,33,58014,58014,1610,290,"Canada","British Columbia","Vancouver","V6E3Z3","Male","Bachelor",83879,"Married","Aurora",13046.65,"Standard",2016,7,0,0,0
"445549",24,2,38,58542,58542,1059,191,"Canada","British Columbia","Vancouver","V5R1W3","Male","Bachelor",61008,"Married","Nova",9393.97,"Standard",2016,7,0,0,0
"445599",24,2,0,0,0,0,0,"Canada","Manitoba","Winnipeg","R2C0M5","Female","Bachelor",82515,"Married","Aurora",15487.44,"Standard",2018,11,0,0,0
"445632",24,2,42,65457,65457,1513,273,"Canada","Ontario","London","M5B3E4","Female","Bachelor",101335,"Single","Nova",6271.32,"Standard",2014,7,0,0,0
"445673",24,2,46,67351,67351,487,88,"Canada","Alberta","Peace River","T9O2W2","Male","College",73068,"Single","Star",6947.52,"Standard",2014,9,0,0,0
"445675",24,2,43,60756,60756,335,60,"Canada","Ontario","Thunder Bay","K8T5M5","Male","Bachelor",50930,"Married","Star",8382.48,"Standard",2016,7,0,0,0
"445679",24,2,0,0,0,0,0,"Canada","Alberta","Calgary","T3E2V9","Male","Bachelor",71204,"Single","Star",2521.56,"Standard",2017,3,0,0,0
"445704",24,2,37,54500,54500,1337,241,"Canada","Quebec","Montreal","H2T2J6","Female","Bachelor",91877,"Married","Aurora",15320.37,"Standard",2013,9,0,0,0
"445746",24,2,36,52814,52814,1288,232,"Canada","Saskatchewan","Regina","S1J3C5","Female","Bachelor",71555,"Divorced","Star",2764.02,"Standard",2013,7,0,0,0
"445783",24,2,0,0,0,0,0,"Canada","Ontario","Toronto","M2M7K8","Male","Bachelor",50789,"Divorced","Nova",14536.79,"Standard",2014,2,2014,12,1
"445839",24,2,26,36058,36058,3863,695,"Canada","Quebec","Montreal","H2Y2W2","Female","Bachelor",73015,"Married","Nova",3755.81,"Standard",2015,1,0,0,0
"445867",24,2,38,49808,49808,519,93,"Canada","Quebec","Montreal","H2T2J6","Female","College",73455,"Divorced","Star",4836.39,"Standard",2014,7,0,0,0
"445879",24,2,44,72200,72200,906,163,"Canada","Ontario","Toronto","M2M6J7","Male","College",73008,"Single","Nova",12101.21,"Standard",2015,8,0,0,0
"445915",24,2,7,12677,12677,0,0,"Canada","Ontario","Toronto","P1J8T7","Female","Bachelor",76622,"Divorced","Star",10484.92,"Standard",2018,9,0,0,0
"446096",24,2,3,5427,5427,0,0,"Canada","British Columbia","Vancouver","V6E3D9","Female","College",73544,"Single","Aurora",9575.76,"Standard",2018,9,0,0,0
"446135",24,2,0,0,0,0,0,"Canada","Ontario","Ottawa","K1F2R2","Male","Bachelor",80286,"Single","Nova",3299.34,"Standard",2018,8,0,0,0
"446171",24,2,45,68350,68350,1272,229,"Canada","Ontario","Toronto","M1R4K3","Male","Bachelor",67227,"Married","Star",2683.47,"Standard",2017,3,0,0,0
"446302",24,2,36,58359,58359,1442,259,"Canada","British Columbia","Vancouver","V1E4R6","Female","College",73544,"Married","Nova",6514.95,"Standard",2015,3,0,0,0
"446315",24,2,29,38314,38314,861,155,"Canada","Quebec","Quebec City","G1B3L5","Male","Bachelor",79591,"Married","Aurora",5013.14,"Standard",2012,10,0,0,0
"446352",24,2,34,48930,48930,990,178,"Canada","British Columbia","Vancouver","V5R1W3","Female","Master",97596,"Divorced","Star",2538.63,"Standard",2015,5,0,0,0
"446403",24,2,40,53058,53058,1067,192,"Canada","Ontario","Toronto","P1W1K4","Male","Bachelor",77872,"Married","Nova",3196.58,"Standard",2012,5,0,0,0
"446662",24,2,0,0,0,0,0,"Canada","British Columbia","Victoria","V106T5","Female","College",72896,"Married","Nova",7046.48,"Standard",2018,11,0,0,0
"446712",24,2,44,61038,61038,1054,190,"Canada","New Brunswick","Moncton","E1A2A7","Male","Bachelor",51255,"Married","Star",2647.2,"Standard",2015,11,0,0,0
"446886",24,2,23,28036,28036,1063,192,"Canada","Saskatchewan","Regina","S6J3G0","Female","Bachelor",92705,"Married","Nova",5670.13,"Standard",2017,6,2018,2,1
"446968",24,2,0,0,0,0,0,"Canada","British Columbia","Victoria","V106T5","Male","Bachelor",102934,"Single","Star",4623.62,"Standard",2015,1,2015,9,1
"446988",24,2,28,39559,39559,1134,204,"Canada","Alberta","Edmonton","T3G6Y6","Female","Bachelor",73339,"Married","Star",2537.81,"Standard",2015,4,0,0,0
"446991",24,2,40,69922,69922,0,0,"Canada","Quebec","Montreal","H2Y4R4","Male","Bachelor",87889,"Married","Star",7933.82,"Standard",2015,10,0,0,0
"447092",24,2,40,58779,58779,1266,227,"Canada","Ontario","Kingston","M9K2P4","Male","College",72819,"Single","Star",6715.34,"Standard",2016,4,0,0,0
"447275",24,2,49,60922,60922,0,0,"Canada","Alberta","Edmonton","T3G6Y6","Male","Bachelor",51059,"Single","Star",5116.62,"Standard",2018,11,0,0,0
"447387",24,2,52,82726,82726,1846,332,"Canada","Ontario","Thunder Bay","K8T5M5","Female","College",73995,"Married","Aurora",18677.85,"Standard",2017,2,0,0,0
"447401",24,2,30,35844,35844,384,69,"Canada","New Brunswick","Moncton","E1A2A7","Male","Bachelor",64458,"Married","Nova",7505.77,"Standard",2017,5,0,0,0
"447439",24,2,23,30806,30806,0,0,"Canada","British Columbia","Whistler","V6T1Y8","Male","Master",86311,"Married","Star",12947.68,"Standard",2017,5,2018,1,1
"447470",24,2,32,42278,42278,985,177,"Canada","Quebec","Hull","J8Y3Z5","Female","Bachelor",92223,"Married","Nova",4103.85,"Standard",2015,6,0,0,0
"447544",24,2,29,43534,43534,1272,229,"Canada","British Columbia","Vancouver","V6E3Z3","Male","Bachelor",70117,"Married","Aurora",5476.53,"Standard",2015,5,0,0,0
"447647",24,2,40,65798,65798,1458,263,"Canada","British Columbia","Vancouver","V5R1W3","Female","Bachelor",96830,"Divorced","Star",5981.38,"Standard",2013,1,0,0,0
"447675",24,2,44,58468,58468,1873,337,"Canada","Ontario","Trenton","K8V4B2","Male","Bachelor",79418,"Married","Aurora",18704.85,"Standard",2012,12,0,0,0
"447771",24,2,34,56194,56194,506,91,"Canada","British Columbia","Vancouver","V6E3Z3","Male","High School or Below",53062,"Married","Aurora",39769.56,"Standard",2017,6,0,0,0
"447796",24,2,30,44460,44460,793,143,"Canada","British Columbia","Vancouver","V6E3D9","Female","Bachelor",59575,"Married","Star",2530.81,"Standard",2013,4,0,0,0
"447804",24,2,27,33282,33282,1765,317,"Canada","Alberta","Edmonton","T3G6Y6","Female","College",71335,"Married","Star",4177.7,"Standard",2015,1,2018,2,1
"447925",24,2,31,49960,49960,1384,250,"Canada","Saskatchewan","Regina","S6J3G0","Female","Bachelor",73521,"Single","Nova",3061.05,"Standard",2012,7,0,0,0
"447943",24,2,27,34955,34955,0,0,"Canada","Yukon","Whitehorse","Y2K6R0","Female","Bachelor",95340,"Single","Nova",6342.47,"Standard",2017,4,0,0,0
"447962",24,2,45,72679,72679,0,0,"Canada","Ontario","Toronto","M2Z4K1","Male","College",73008,"Married","Aurora",5285.92,"Standard",2013,7,0,0,0
"448136",24,2,52,84425,84425,476,86,"Canada","Alberta","Calgary","T3E2V9","Male","Doctor",199894,"Married","Aurora",6503.4,"Standard",2014,8,0,0,0
"448142",24,2,17,29462,29462,528,95,"Canada","British Columbia","Whistler","V6T1Y8","Male","Bachelor",69274,"Single","Star",5780.18,"Standard",2014,12,0,0,0
"448147",24,2,27,36482,36482,724,130,"Canada","Alberta","Edmonton","T9G1W3","Male","College",71335,"Married","Nova",5426.14,"Standard",2014,5,0,0,0
"448273",24,2,30,43931,43931,593,107,"Canada","Quebec","Quebec City","G1B3L5","Male","Bachelor",79725,"Married","Aurora",17738.2,"Standard",2013,3,0,0,0
"448354",24,2,56,76414,76414,383,69,"Canada","Quebec","Montreal","H2Y2W2","Female","Bachelor",62089,"Divorced","Star",2521.68,"Standard",2015,9,0,0,0
"448483",24,2,0,0,0,0,0,"Canada","Manitoba","Winnipeg","R2C0M5","Male","Bachelor",75040,"Married","Star",4823.56,"Standard",2012,5,0,0,0
"448577",24,2,24,38238,38238,1614,291,"Canada","British Columbia","Whistler","V6T1Y8","Male","Bachelor",47921,"Single","Star",4210.1,"Standard",2017,10,0,0,0
